course_name,degree_type,uni_name
Statistics.,Master's Degree,The University of Texas at El Paso
Biological and Physical Sciences.,Master's Degree,The University of Texas at El Paso
Natural Sciences.,Master's Degree,The University of Texas at El Paso
Computational Science.,Master's Degree,The University of Texas at El Paso
Computational Science.,Doctoral Degree,The University of Texas at El Paso
"Multi/Interdisciplinary Studies, Other.",Bachelors Degree,The University of Texas at El Paso
"Multi/Interdisciplinary Studies, Other.",Master's Degree,The University of Texas at El Paso
Health and Physical Education/Fitness.,Bachelors Degree,The University of Texas at El Paso
Health and Physical Education/Fitness.,Master's Degree,The University of Texas at El Paso
Philosophy.,Bachelors Degree,The University of Texas at El Paso
Philosophy.,Master's Degree,The University of Texas at El Paso
Chemistry.,Bachelors Degree,The University of Texas at El Paso
Chemistry.,Master's Degree,The University of Texas at El Paso
Chemistry.,Doctoral Degree,The University of Texas at El Paso
Geological and Earth Sciences/Geosciences.,Bachelors Degree,The University of Texas at El Paso
Geological and Earth Sciences/Geosciences.,Master's Degree,The University of Texas at El Paso
Geological and Earth Sciences/Geosciences.,Doctoral Degree,The University of Texas at El Paso
Physics.,Bachelors Degree,The University of Texas at El Paso
Physics.,Master's Degree,The University of Texas at El Paso
"Psychology, General.",Bachelors Degree,The University of Texas at El Paso
"Psychology, General.",Master's Degree,The University of Texas at El Paso
"Psychology, General.",Doctoral Degree,The University of Texas at El Paso
Research and Experimental Psychology.,Master's Degree,The University of Texas at El Paso
"Clinical, Counseling and Applied Psychology.",Master's Degree,The University of Texas at El Paso
Criminal Justice and Corrections.,Bachelors Degree,The University of Texas at El Paso
Homeland Security.,Master's Degree,The University of Texas at El Paso
"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Master's Degree,The University of Texas at El Paso
Public Administration.,Master's Degree,The University of Texas at El Paso
Social Work.,Bachelors Degree,The University of Texas at El Paso
Social Work.,Master's Degree,The University of Texas at El Paso
Anthropology.,Bachelors Degree,The University of Texas at El Paso
International Relations and National Security Studies.,Bachelors Degree,The University of Texas at El Paso
International Relations and National Security Studies.,Master's Degree,The University of Texas at El Paso
Political Science and Government.,Bachelors Degree,The University of Texas at El Paso
Political Science and Government.,Master's Degree,The University of Texas at El Paso
Sociology.,Bachelors Degree,The University of Texas at El Paso
Sociology.,Master's Degree,The University of Texas at El Paso
Dance.,Bachelors Degree,The University of Texas at El Paso
Design and Applied Arts.,Bachelors Degree,The University of Texas at El Paso
Design and Applied Arts.,Master's Degree,The University of Texas at El Paso
Drama/Theatre Arts and Stagecraft.,Bachelors Degree,The University of Texas at El Paso
Drama/Theatre Arts and Stagecraft.,Master's Degree,The University of Texas at El Paso
Fine and Studio Arts.,Bachelors Degree,The University of Texas at El Paso
Fine and Studio Arts.,Master's Degree,The University of Texas at El Paso
Music.,Bachelors Degree,The University of Texas at El Paso
Music.,Master's Degree,The University of Texas at El Paso
"Arts, Entertainment,and Media Management.",Bachelors Degree,The University of Texas at El Paso
"Health Services/Allied Health/Health Sciences, General.",Doctoral Degree,The University of Texas at El Paso
Communication Disorders Sciences and Services.,Master's Degree,The University of Texas at El Paso
Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelors Degree,The University of Texas at El Paso
"Pharmacy, Pharmaceutical Sciences, and Administration.",Bachelors Degree,The University of Texas at El Paso
Public Health.,Bachelors Degree,The University of Texas at El Paso
Public Health.,Master's Degree,The University of Texas at El Paso
Rehabilitation and Therapeutic Professions.,Master's Degree,The University of Texas at El Paso
Rehabilitation and Therapeutic Professions.,Doctoral Degree,The University of Texas at El Paso
Rehabilitation and Therapeutic Professions.,First Professional Degree,The University of Texas at El Paso
"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelors Degree,The University of Texas at El Paso
"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Master's Degree,The University of Texas at El Paso
"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Doctoral Degree,The University of Texas at El Paso
"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Graduate/Professional Certificate,The University of Texas at El Paso
"Business/Commerce, General.",Bachelors Degree,The University of Texas at El Paso
"Business Administration, Management and Operations.",Bachelors Degree,The University of Texas at El Paso
"Business Administration, Management and Operations.",Master's Degree,The University of Texas at El Paso
Accounting and Related Services.,Bachelors Degree,The University of Texas at El Paso
Accounting and Related Services.,Master's Degree,The University of Texas at El Paso
Accounting and Related Services.,Graduate/Professional Certificate,The University of Texas at El Paso
Business/Managerial Economics.,Bachelors Degree,The University of Texas at El Paso
Business/Managerial Economics.,Master's Degree,The University of Texas at El Paso
Finance and Financial Management Services.,Bachelors Degree,The University of Texas at El Paso
International Business.,Doctoral Degree,The University of Texas at El Paso
Management Information Systems and Services.,Bachelors Degree,The University of Texas at El Paso
Marketing.,Bachelors Degree,The University of Texas at El Paso
Construction Management.,Bachelors Degree,The University of Texas at El Paso
Construction Management.,Master's Degree,The University of Texas at El Paso
History.,Bachelors Degree,The University of Texas at El Paso
History.,Master's Degree,The University of Texas at El Paso
History.,Doctoral Degree,The University of Texas at El Paso
Food Science and Technology.,Master's Degree,Illinois Institute of Technology
Food Science and Technology.,Doctoral Degree,Illinois Institute of Technology
Architecture.,Bachelors Degree,Illinois Institute of Technology
Architecture.,Master's Degree,Illinois Institute of Technology
Architecture.,Doctoral Degree,Illinois Institute of Technology
Landscape Architecture.,Master's Degree,Illinois Institute of Technology
"Architecture and Related Services, Other.",Master's Degree,Illinois Institute of Technology
Journalism.,Bachelors Degree,Illinois Institute of Technology
"Public Relations, Advertising, and Applied Communication.",Bachelors Degree,Illinois Institute of Technology
"Public Relations, Advertising, and Applied Communication.",Master's Degree,Illinois Institute of Technology
"Communication, Journalism, and Related Programs, Other.",Bachelors Degree,Illinois Institute of Technology
"Computer and Information Sciences, General.",Bachelors Degree,Illinois Institute of Technology
"Computer and Information Sciences, General.",Master's Degree,Illinois Institute of Technology
Computer Science.,Bachelors Degree,Illinois Institute of Technology
Computer Science.,Master's Degree,Illinois Institute of Technology
Computer Science.,Doctoral Degree,Illinois Institute of Technology
Computer Software and Media Applications.,Master's Degree,Illinois Institute of Technology
Computer Systems Networking and Telecommunications.,Master's Degree,Illinois Institute of Technology
Computer/Information Technology Administration and Management.,Master's Degree,Illinois Institute of Technology
Computer/Information Technology Administration and Management.,Graduate/Professional Certificate,Illinois Institute of Technology
"Teacher Education and Professional Development, Specific Subject Areas.",Master's Degree,Illinois Institute of Technology
"Teacher Education and Professional Development, Specific Subject Areas.",Doctoral Degree,Illinois Institute of Technology
"Engineering, General.",Bachelors Degree,Illinois Institute of Technology
"Aerospace, Aeronautical and Astronautical Engineering.",Bachelors Degree,Illinois Institute of Technology
Agricultural Engineering.,Master's Degree,Illinois Institute of Technology
Agricultural Engineering.,Graduate/Professional Certificate,Illinois Institute of Technology
Architectural Engineering.,Bachelors Degree,Illinois Institute of Technology
Architectural Engineering.,Master's Degree,Illinois Institute of Technology
Biomedical/Medical Engineering.,Bachelors Degree,Illinois Institute of Technology
Biomedical/Medical Engineering.,Master's Degree,Illinois Institute of Technology
Biomedical/Medical Engineering.,Doctoral Degree,Illinois Institute of Technology
